date,sentiment
2015-03-02,0.338846
2015-03-03,0.121823
2015-03-04,0.142543
2015-03-05,0.264486
2015-03-06,0.161587
2015-03-07,0.207767
2015-03-08,0.307713
2015-03-09,0.29874
2015-03-10,0.300713
2015-03-11,0.216457
2015-03-12,0.168954
2015-03-13,0.178835
2015-03-14,0.172372
2015-03-15,0.2750849999999999
2015-03-16,0.322178
2015-03-17,0.322484
2015-03-18,0.1157499999999999
2015-03-19,0.1693039999999999
2015-03-20,0.19609
2015-03-21,0.159951
2015-03-22,0.159991
2015-03-23,0.108946
2015-03-24,0.162744
2015-03-25,0.287073
2015-03-26,0.202378
2015-03-27,0.202015
2015-03-28,0.160208
2015-03-29,0.183365
2015-03-30,0.03126
2015-03-31,0.027044
2015-04-01,0.2113789999999999
2015-04-02,0.238501
2015-04-03,0.219157
2015-04-04,0.12261
2015-04-05,0.257241
2015-04-06,0.129488
2015-04-07,0.195819
2015-04-08,0.181355
2015-04-09,0.147271
2015-04-10,0.2675659999999999
2015-04-11,0.206793
2015-04-12,0.062695
2015-04-13,0.155828
2015-04-14,0.33092
2015-04-15,0.356113
2015-04-16,0.297517
2015-04-17,0.132764
2015-04-18,0.176979
2015-04-19,0.188104
2015-04-20,0.195619
2015-04-21,0.213872
2015-04-22,0.2853839999999999
2015-04-23,0.236645
2015-04-24,0.251551
2015-04-25,0.14943
2015-04-26,0.105396
2015-04-27,0.167953
2015-04-28,0.287615
2015-04-29,0.151197
2015-04-30,0.146587
2015-05-01,0.159046
2015-05-02,0.161664
2015-05-03,0.22789
2015-05-04,0.142769
2015-05-05,0.20205
2015-05-06,0.069422
2015-05-07,0.240925
2015-05-08,0.137303
2015-05-09,0.17137
2015-05-10,0.093942
2015-05-11,0.249665
2015-05-12,0.300967
2015-05-13,0.296141
2015-05-14,0.291416
2015-05-15,0.215684
2015-05-16,0.253236
2015-05-17,0.278553
2015-05-18,0.127466
2015-05-19,0.150579
2015-05-20,0.195801
2015-05-21,0.307008
2015-05-22,0.28315
2015-05-23,0.156962
2015-05-24,0.18861
2015-05-25,0.09515
2015-05-26,0.181145
2015-05-27,0.091599
2015-05-28,0.219579
2015-05-29,0.193291
2015-05-30,0.044066
2015-05-31,0.146236
2015-06-01,0.027312
2015-06-02,0.1736329999999999
2015-06-03,0.234178
2015-06-04,0.191769
2015-06-05,0.2747279999999999
2015-06-06,0.175143
2015-06-07,0.315847
2015-06-08,0.1910889999999999
2015-06-09,0.194033
2015-06-10,0.182246
2015-06-11,0.203102
2015-06-12,0.130686
2015-06-13,0.195595
2015-06-14,0.199873
2015-06-15,0.213981
2015-06-16,0.166564
2015-06-17,0.22008
2015-06-18,0.131043
2015-06-19,0.252142
2015-06-20,0.102931
2015-06-21,0.02588
2015-06-22,0.157615
2015-06-23,0.214597
2015-06-24,0.239235
2015-06-25,0.2175949999999999
2015-06-26,0.233122
2015-06-27,0.199827
2015-06-28,0.166512
2015-06-29,0.150105
2015-06-30,0.196904
2015-07-01,0.230856
2015-07-02,0.248979
2015-07-03,0.17174
2015-07-04,0.0711459999999999
2015-07-05,0.113427
2015-07-06,0.105268
2015-07-07,0.044167
2015-07-08,0.206804
2015-07-09,0.0054319999999999
2015-07-10,0.192488
2015-07-11,0.128015
2015-07-12,0.22104
2015-07-13,0.1648559999999999
2015-07-14,0.187926
2015-07-15,0.259762
2015-07-16,0.360067
2015-07-17,0.363329
2015-07-18,0.2392709999999999
2015-07-19,0.202437
2015-07-20,0.222746
2015-07-21,0.249687
2015-07-22,0.121106
2015-07-23,0.12891
2015-07-24,0.2066349999999999
2015-07-25,0.251094
2015-07-26,0.104428
2015-07-27,0.305238
2015-07-28,0.258812
2015-07-29,0.279398
2015-07-30,0.208444
2015-07-31,0.234122
2015-08-01,-9.500000000000507e-05
2015-08-02,0.203096
2015-08-03,0.308412
2015-08-04,0.069749
2015-08-05,0.233751
2015-08-06,0.143574
2015-08-07,0.28336
2015-08-08,0.178451
2015-08-09,0.161141
2015-08-10,0.049366
2015-08-11,0.21175
2015-08-12,0.080894
2015-08-13,0.1905379999999999
2015-08-14,0.054012
2015-08-15,0.062201
2015-08-16,0.205238
2015-08-17,0.080244
2015-08-18,0.053748
2015-08-19,0.089531
2015-08-20,0.163613
2015-08-21,0.106471
2015-08-22,0.106252
2015-08-23,0.08761
2015-08-24,0.045429
2015-08-25,0.197617
2015-08-26,0.19068
2015-08-27,0.118541
2015-08-28,0.0162809999999999
2015-08-29,0.168512
2015-08-30,0.123593
2015-08-31,0.100955
2015-09-01,0.022834
2015-09-02,0.198973
2015-09-03,0.2390479999999999
2015-09-04,0.192885
2015-09-05,0.162711
2015-09-06,0.143878
2015-09-07,0.160259
2015-09-08,0.1762699999999999
2015-09-09,0.24555
2015-09-10,0.193988
2015-09-11,0.15725
2015-09-12,0.126356
2015-09-13,0.163521
2015-09-14,0.122423
2015-09-15,0.234515
2015-09-16,0.159724
2015-09-17,0.121246
2015-09-18,0.1999129999999999
2015-09-19,0.215588
2015-09-20,0.061377
2015-09-21,0.148153
2015-09-22,0.268912
2015-09-23,0.2425359999999999
2015-09-24,0.147122
2015-09-25,0.3004179999999999
2015-09-26,0.178014
2015-09-27,0.185118
2015-09-28,0.130025
2015-09-29,0.17559
2015-09-30,0.12712
2015-10-01,0.148435
2015-10-02,0.2293529999999999
2015-10-03,0.191467
2015-10-04,0.1177629999999999
2015-10-05,0.292016
2015-10-06,0.03457
2015-10-07,0.314524
2015-10-08,0.155317
2015-10-09,0.267322
2015-10-10,0.154556
2015-10-11,0.244909
2015-10-12,0.141283
2015-10-13,0.366343
2015-10-14,0.000742
2015-10-15,0.162454
2015-10-16,0.254356
2015-10-17,0.1787399999999999
2015-10-18,0.2377369999999999
2015-10-19,0.13296
2015-10-20,0.233885
2015-10-21,0.093265
2015-10-22,0.2344119999999999
2015-10-23,0.3090299999999999
2015-10-24,0.2075479999999999
2015-10-25,0.229518
2015-10-26,0.285846
2015-10-27,0.245047
2015-10-28,0.078599
2015-10-29,0.134997
2015-10-30,0.1698039999999999
2015-10-31,0.284285
2015-11-01,0.111654
2015-11-02,0.1130669999999999
2015-11-03,0.260884
2015-11-04,0.169724
2015-11-05,0.146085
2015-11-06,0.130202
2015-11-07,0.2761139999999999
2015-11-08,0.293971
2015-11-09,0.222361
2015-11-10,0.252669
2015-11-11,0.288033
2015-11-12,0.112624
2015-11-13,0.16417
2015-11-14,0.084411
2015-11-15,0.180694
2015-11-16,0.259722
2015-11-17,0.045687
2015-11-18,0.159356
2015-11-19,0.107062
2015-11-20,0.077474
2015-11-21,0.179868
2015-11-22,0.222227
2015-11-23,0.224665
2015-11-24,0.0676939999999999
2015-11-25,0.240035
2015-11-26,0.25505
2015-11-27,0.1975519999999999
2015-11-28,0.127793
2015-11-29,0.199516
2015-11-30,0.14504
2015-12-01,0.1157049999999999
2015-12-02,0.2281719999999999
2015-12-03,0.209493
2015-12-04,0.193393
2015-12-05,0.3492119999999999
2015-12-06,0.219241
2015-12-07,0.109851
2015-12-08,0.170742
2015-12-09,0.139518
2015-12-10,0.162372
2015-12-11,0.269664
2015-12-12,0.201261
2015-12-13,0.090738
2015-12-14,0.210456
2015-12-15,0.1904769999999999
2015-12-16,0.153778
2015-12-17,0.273944
2015-12-18,0.118242
2015-12-19,0.0193969999999999
2015-12-20,0.088041
2015-12-21,0.194564
2015-12-22,0.048858
2015-12-23,0.137375
2015-12-24,0.206862
2015-12-25,0.098522
2015-12-26,0.196655
2015-12-27,0.144447
2015-12-28,0.180254
2015-12-29,0.1093039999999999
2015-12-30,0.144323
2015-12-31,0.1718799999999999
2016-01-01,0.1889249999999999
2016-01-02,0.231247
2016-01-03,0.097186
2016-01-04,0.113524
2016-01-05,0.131108
2016-01-06,0.270558
2016-01-07,0.166124
2016-01-08,0.058565
2016-01-09,0.134376
2016-01-10,0.203619
2016-01-11,0.085177
2016-01-12,0.300885
2016-01-13,0.065653
2016-01-14,0.08811
2016-01-15,0.065739
2016-01-16,0.148537
2016-01-17,0.206224
2016-01-18,0.3136629999999999
2016-01-19,0.142669
2016-01-20,0.034056
2016-01-21,0.13995
2016-01-22,0.234277
2016-01-23,0.1788799999999999
2016-01-24,0.205366
2016-01-25,0.0533359999999999
2016-01-26,0.106608
2016-01-27,0.2320179999999999
2016-01-28,0.231551
2016-01-29,0.180574
2016-01-30,0.1244229999999999
2016-01-31,0.09962
2016-02-01,0.209541
2016-02-02,0.1745059999999999
2016-02-03,0.146887
2016-02-04,0.226097
2016-02-05,0.226389
2016-02-06,0.148532
2016-02-07,0.179052
2016-02-08,0.199096
2016-02-09,0.135856
